fact_id,unique_id,time_id,location_id,indicator_key,batch_id,data_value
509,167777,20,53,5,1,22.12
510,167779,20,10,5,1,18.96
511,167778,20,6,5,1,19.48
512,167767,20,41,5,1,18.97
513,176698,20,137,5,1,26.5
514,167797,20,7,5,1,16.82
515,171727,19,91,5,1,17.97
516,173238,19,73,4,1,9.75
517,167782,20,23,5,1,19.85
518,173235,19,75,4,1,10.24
519,174271,20,88,4,1,7.61
520,167793,20,25,5,1,18.71
521,170432,20,53,4,1,8.64
522,177328,19,137,4,1,12.6
523,172740,20,90,5,1,16.8
524,171718,19,92,5,1,24.45
525,172723,20,93,5,1,20.59
526,167802,20,52,5,1,13.77
527,177324,19,140,4,1,12.17
528,166017,19,37,5,1,26.0
529,178584,20,140,4,1,9.36
530,170408,20,40,4,1,9.75
531,179290,19,3,5,1,31.61
532,172745,20,66,5,1,17.46
533,172719,20,80,5,1,22.85
534,178603,20,131,4,1,7.85
535,166022,19,47,5,1,25.0
536,166024,19,31,5,1,22.24
537,165979,19,39,5,1,39.15
538,167763,20,36,5,1,21.49
539,166009,19,10,5,1,24.7
540,170456,20,55,4,1,8.11
541,168658,19,20,4,1,10.26
542,177333,19,135,4,1,11.85
543,176696,20,105,5,1,25.36
544,172717,20,79,5,1,19.89
545,177313,19,120,4,1,9.82
546,176710,20,115,5,1,19.03
547,170457,20,52,4,1,8.05
548,172721,20,67,5,1,22.28
549,165991,19,26,5,1,28.41
550,166028,19,34,5,1,23.12
551,177314,19,117,4,1,11.63
552,167746,20,29,5,1,29.27
553,172743,20,72,5,1,31.96
554,170423,20,63,4,1,8.66
555,178577,20,112,4,1,8.69
556,165997,19,41,5,1,22.89
557,166027,19,7,5,1,19.78
558,179107,19,65,5,1,23.47
559,174253,20,93,4,1,9.12
560,167756,20,62,5,1,22.25
561,170452,20,7,4,1,8.06
562,173226,19,84,4,1,10.59
563,170410,20,19,4,1,9.71
564,170450,20,35,4,1,8.38
565,169514,18,59,4,1,9.8
566,173704,18,86,4,1,10.29
567,176043,18,127,5,1,15.45
568,221870,18,73,6,1,37.08
569,172200,18,94,5,1,26.55
570,169467,18,62,4,1,10.61
571,222566,18,124,6,1,26.44
572,222494,18,102,6,1,34.28
573,173705,18,80,4,1,11.69
574,222626,18,129,6,1,40.3
