unique_id,indicator_id,name,measure,measure_info,geo_type_name,geo_join_id,geo_place_name,time_period,start_date,data_value,year,month,quarter,batch_id,indicator_category
333994,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,208,Canarsie - Flatlands,Annual Average 2015,2015-01-01,8.1,2015,1,1,2,Air Quality Indicator
628894,653,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,308,Greenwich Village - SoHo,2015-2017,2015-01-01,18.0,2015,1,1,2,Health Impact Indicator
628873,653,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,105,Crotona -Tremont,2015-2017,2015-01-01,199.6,2015,1,1,2,Health Impact Indicator
334024,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,307,Gramercy Park - Murray Hill,Annual Average 2015,2015-01-01,11.72,2015,1,1,2,Air Quality Indicator
628402,639,Deaths due to PM2.5,Estimated annual rate (age 30+),"per 100,000 adults",UHF42,207,East Flatbush - Flatbush,2015-2017,2015-01-01,36.2,2015,1,1,2,Health Impact Indicator
334027,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,308,Greenwich Village - SoHo,Annual Average 2015,2015-01-01,10.6,2015,1,1,2,Air Quality Indicator
179797,640,Boiler Emissions- Total SO2 Emissions,Number per km2,number,UHF42,103,Fordham - Bronx Pk,2015,2015-01-01,16.6,2015,1,1,2,Air Quality Indicator
179775,640,Boiler Emissions- Total SO2 Emissions,Number per km2,number,UHF42,205,Sunset Park,2015,2015-01-01,0.5,2015,1,1,2,Air Quality Indicator
179836,641,Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,UHF42,203,Bedford Stuyvesant - Crown Heights,2015,2015-01-01,0.2,2015,1,1,2,Air Quality Indicator
179823,641,Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,UHF42,205,Sunset Park,2015,2015-01-01,0.1,2015,1,1,2,Air Quality Indicator
179727,642,Boiler Emissions- Total NOx Emissions,Number per km2,number,UHF42,205,Sunset Park,2015,2015-01-01,13.9,2015,1,1,2,Air Quality Indicator
179827,641,Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,UHF42,403,Flushing - Clearview,2015,2015-01-01,0.4,2015,1,1,2,Air Quality Indicator
179731,642,Boiler Emissions- Total NOx Emissions,Number per km2,number,UHF42,403,Flushing - Clearview,2015,2015-01-01,17.0,2015,1,1,2,Air Quality Indicator
179843,641,Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,UHF42,303,East Harlem,2015,2015-01-01,0.7,2015,1,1,2,Air Quality Indicator
179747,642,Boiler Emissions- Total NOx Emissions,Number per km2,number,UHF42,303,East Harlem,2015,2015-01-01,50.1,2015,1,1,2,Air Quality Indicator
336745,375,Nitrogen dioxide (NO2),Mean,ppb,CD,109,Morningside Heights and Hamilton Heights (CD9),Annual Average 2015,2015-01-01,22.95,2015,1,1,2,Air Quality Indicator
628424,639,Deaths due to PM2.5,Estimated annual rate (age 30+),"per 100,000 adults",UHF42,408,Jamaica,2015-2017,2015-01-01,31.7,2015,1,1,2,Health Impact Indicator
629186,652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,402,West Queens,2015-2017,2015-01-01,3.5,2015,1,1,2,Health Impact Indicator
179758,642,Boiler Emissions- Total NOx Emissions,Number per km2,number,UHF42,305,Upper East Side,2015,2015-01-01,225.9,2015,1,1,2,Air Quality Indicator
179854,641,Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,UHF42,305,Upper East Side,2015,2015-01-01,5.7,2015,1,1,2,Air Quality Indicator
628414,639,Deaths due to PM2.5,Estimated annual rate (age 30+),"per 100,000 adults",UHF42,308,Greenwich Village - SoHo,2015-2017,2015-01-01,25.5,2015,1,1,2,Health Impact Indicator
628395,639,Deaths due to PM2.5,Estimated annual rate (age 30+),"per 100,000 adults",UHF42,107,Hunts Point - Mott Haven,2015-2017,2015-01-01,45.4,2015,1,1,2,Health Impact Indicator
629036,661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,306,Chelsea - Clinton,2015-2017,2015-01-01,1.1,2015,1,1,2,Health Impact Indicator
628384,639,Deaths due to PM2.5,Estimated annual rate (age 30+),"per 100,000 adults",Borough,1,Bronx,2015-2017,2015-01-01,44.4,2015,1,1,2,Health Impact Indicator
628890,653,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,304,Upper West Side,2015-2017,2015-01-01,60.6,2015,1,1,2,Health Impact Indicator
628569,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,409,Southeast Queens,2015-2017,2015-01-01,8.2,2015,1,1,2,Health Impact Indicator
629161,652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,105,Crotona -Tremont,2015-2017,2015-01-01,3.4,2015,1,1,2,Health Impact Indicator
628473,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,409,Southeast Queens,2015-2017,2015-01-01,39.5,2015,1,1,2,Health Impact Indicator
334144,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,405,Ridgewood - Forest Hills,Annual Average 2015,2015-01-01,8.51,2015,1,1,2,Air Quality Indicator
628416,639,Deaths due to PM2.5,Estimated annual rate (age 30+),"per 100,000 adults",UHF42,310,Lower Manhattan,2015-2017,2015-01-01,27.3,2015,1,1,2,Health Impact Indicator
628401,639,Deaths due to PM2.5,Estimated annual rate (age 30+),"per 100,000 adults",UHF42,206,Borough Park,2015-2017,2015-01-01,39.2,2015,1,1,2,Health Impact Indicator
628415,639,Deaths due to PM2.5,Estimated annual rate (age 30+),"per 100,000 adults",UHF42,309,Union Square - Lower East Side,2015-2017,2015-01-01,45.1,2015,1,1,2,Health Impact Indicator
629196,652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,502,Stapleton - St. George,2015-2017,2015-01-01,8.4,2015,1,1,2,Health Impact Indicator
336733,375,Nitrogen dioxide (NO2),Mean,ppb,CD,105,Midtown (CD5),Annual Average 2015,2015-01-01,32.91,2015,1,1,2,Air Quality Indicator
628986,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,304,Upper West Side,2015-2017,2015-01-01,6.6,2015,1,1,2,Health Impact Indicator
628886,653,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,211,Williamsburg - Bushwick,2015-2017,2015-01-01,145.3,2015,1,1,2,Health Impact Indicator
629029,661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,210,Coney Island - Sheepshead Bay,2015-2017,2015-01-01,2.8,2015,1,1,2,Health Impact Indicator
179739,642,Boiler Emissions- Total NOx Emissions,Number per km2,number,UHF42,401,Long Island City - Astoria,2015,2015-01-01,29.3,2015,1,1,2,Air Quality Indicator
179835,641,Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,UHF42,401,Long Island City - Astoria,2015,2015-01-01,0.7,2015,1,1,2,Air Quality Indicator
628548,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,209,Bensonhurst - Bay Ridge,2015-2017,2015-01-01,8.9,2015,1,1,2,Health Impact Indicator
629010,661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",Borough,3,Manhattan,2015-2017,2015-01-01,2.8,2015,1,1,2,Health Impact Indicator
629040,661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,310,Lower Manhattan,2015-2017,2015-01-01,2.2,2015,1,1,2,Health Impact Indicator
628915,659,Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",Borough,4,Queens,2015-2017,2015-01-01,27.2,2015,1,1,2,Health Impact Indicator
179784,640,Boiler Emissions- Total SO2 Emissions,Number per km2,number,UHF42,402,West Queens,2015,2015-01-01,1.1,2015,1,1,2,Air Quality Indicator
334174,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,503504,Southern SI,Annual Average 2015,2015-01-01,7.56,2015,1,1,2,Air Quality Indicator
336865,375,Nitrogen dioxide (NO2),Mean,ppb,CD,407,Flushing and Whitestone (CD7),Annual Average 2015,2015-01-01,19.04,2015,1,1,2,Air Quality Indicator
334078,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,101,Kingsbridge - Riverdale,Annual Average 2015,2015-01-01,9.17,2015,1,1,2,Air Quality Indicator
334321,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,405,Ridgewood and Maspeth (CD5),Annual Average 2015,2015-01-01,8.91,2015,1,1,2,Air Quality Indicator
336550,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,303,East Harlem,Annual Average 2015,2015-01-01,22.99,2015,1,1,2,Air Quality Indicator
628452,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,209,Bensonhurst - Bay Ridge,2015-2017,2015-01-01,16.8,2015,1,1,2,Health Impact Indicator
628864,653,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",Borough,1,Bronx,2015-2017,2015-01-01,177.5,2015,1,1,2,Health Impact Indicator
336880,375,Nitrogen dioxide (NO2),Mean,ppb,CD,412,Jamaica and Hollis (CD12),Annual Average 2015,2015-01-01,18.53,2015,1,1,2,Air Quality Indicator
336646,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,207,East Flatbush - Flatbush,Annual Average 2015,2015-01-01,19.72,2015,1,1,2,Air Quality Indicator
333970,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,107,Hunts Point - Mott Haven,Annual Average 2015,2015-01-01,9.62,2015,1,1,2,Air Quality Indicator
336763,375,Nitrogen dioxide (NO2),Mean,ppb,CD,203,Morrisania and Crotona (CD3),Annual Average 2015,2015-01-01,21.37,2015,1,1,2,Air Quality Indicator
334228,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,204,Highbridge and Concourse (CD4),Annual Average 2015,2015-01-01,9.72,2015,1,1,2,Air Quality Indicator
628912,659,Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",Borough,1,Bronx,2015-2017,2015-01-01,87.6,2015,1,1,2,Health Impact Indicator
628495,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,204,East New York,2015-2017,2015-01-01,71.4,2015,1,1,2,Health Impact Indicator
628913,659,Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",Borough,2,Brooklyn,2015-2017,2015-01-01,51.7,2015,1,1,2,Health Impact Indicator
628909,653,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,503,Willowbrook,2015-2017,2015-01-01,30.4,2015,1,1,2,Health Impact Indicator
336799,375,Nitrogen dioxide (NO2),Mean,ppb,CD,303,Bedford Stuyvesant (CD3),Annual Average 2015,2015-01-01,21.26,2015,1,1,2,Air Quality Indicator
629005,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,503,Willowbrook,2015-2017,2015-01-01,5.6,2015,1,1,2,Health Impact Indicator
628942,659,Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,308,Greenwich Village - SoHo,2015-2017,2015-01-01,8.6,2015,1,1,2,Health Impact Indicator
629027,661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,208,Canarsie - Flatlands,2015-2017,2015-01-01,2.9,2015,1,1,2,Health Impact Indicator
629044,661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,404,Bayside - Little Neck,2015-2017,2015-01-01,1.2,2015,1,1,2,Health Impact Indicator
179852,641,Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,UHF42,306,Chelsea - Clinton,2015,2015-01-01,4.9,2015,1,1,2,Air Quality Indicator
336562,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,307,Gramercy Park - Murray Hill,Annual Average 2015,2015-01-01,31.23,2015,1,1,2,Air Quality Indicator
628451,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,208,Canarsie - Flatlands,2015-2017,2015-01-01,61.4,2015,1,1,2,Health Impact Indicator
628471,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,407,Southwest Queens,2015-2017,2015-01-01,43.0,2015,1,1,2,Health Impact Indicator
334123,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,301,Washington Heights,Annual Average 2015,2015-01-01,9.36,2015,1,1,2,Air Quality Indicator
179761,642,Boiler Emissions- Total NOx Emissions,Number per km2,number,Borough,3,Manhattan,2015,2015-01-01,142.8,2015,1,1,2,Air Quality Indicator
336784,375,Nitrogen dioxide (NO2),Mean,ppb,CD,210,Throgs Neck and Co-op City (CD10),Annual Average 2015,2015-01-01,18.76,2015,1,1,2,Air Quality Indicator
628388,639,Deaths due to PM2.5,Estimated annual rate (age 30+),"per 100,000 adults",Borough,5,Staten Island,2015-2017,2015-01-01,46.9,2015,1,1,2,Health Impact Indicator
179816,641,Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,UHF42,501,Port Richmond,2015,2015-01-01,0.0,2015,1,1,2,Air Quality Indicator
179720,642,Boiler Emissions- Total NOx Emissions,Number per km2,number,UHF42,501,Port Richmond,2015,2015-01-01,2.8,2015,1,1,2,Air Quality Indicator
628963,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",Borough,4,Queens,2015-2017,2015-01-01,11.4,2015,1,1,2,Health Impact Indicator
628924,659,Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,201,Greenpoint,2015-2017,2015-01-01,27.6,2015,1,1,2,Health Impact Indicator
628939,659,Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,305,Upper East Side,2015-2017,2015-01-01,8.6,2015,1,1,2,Health Impact Indicator
628867,653,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",Borough,4,Queens,2015-2017,2015-01-01,67.3,2015,1,1,2,Health Impact Indicator
628435,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",Borough,4,Queens,2015-2017,2015-01-01,47.3,2015,1,1,2,Health Impact Indicator
628472,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,408,Jamaica,2015-2017,2015-01-01,69.6,2015,1,1,2,Health Impact Indicator
333952,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,101,Kingsbridge - Riverdale,Annual Average 2015,2015-01-01,9.17,2015,1,1,2,Air Quality Indicator
628880,653,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,205,Sunset Park,2015-2017,2015-01-01,47.4,2015,1,1,2,Health Impact Indicator
179733,642,Boiler Emissions- Total NOx Emissions,Number per km2,number,UHF42,405,Ridgewood - Forest Hills,2015,2015-01-01,22.5,2015,1,1,2,Air Quality Indicator
628976,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,205,Sunset Park,2015-2017,2015-01-01,6.3,2015,1,1,2,Health Impact Indicator
179740,642,Boiler Emissions- Total NOx Emissions,Number per km2,number,UHF42,203,Bedford Stuyvesant - Crown Heights,2015,2015-01-01,31.9,2015,1,1,2,Air Quality Indicator
179719,642,Boiler Emissions- Total NOx Emissions,Number per km2,number,UHF42,503,Willowbrook,2015,2015-01-01,2.1,2015,1,1,2,Air Quality Indicator
628999,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,407,Southwest Queens,2015-2017,2015-01-01,11.3,2015,1,1,2,Health Impact Indicator
334045,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,404,Bayside - Little Neck,Annual Average 2015,2015-01-01,8.26,2015,1,1,2,Air Quality Indicator
179812,640,Boiler Emissions- Total SO2 Emissions,Number per km2,number,Borough,4,Queens,2015,2015-01-01,1.4,2015,1,1,2,Air Quality Indicator
179815,641,Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,UHF42,503,Willowbrook,2015,2015-01-01,0.0,2015,1,1,2,Air Quality Indicator
628990,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,308,Greenwich Village - SoHo,2015-2017,2015-01-01,1.5,2015,1,1,2,Health Impact Indicator
628966,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,102,Northeast Bronx,2015-2017,2015-01-01,33.3,2015,1,1,2,Health Impact Indicator
628988,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,306,Chelsea - Clinton,2015-2017,2015-01-01,9.4,2015,1,1,2,Health Impact Indicator
628560,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,310,Lower Manhattan,2015-2017,2015-01-01,6.6,2015,1,1,2,Health Impact Indicator
629177,652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,303,East Harlem,2015-2017,2015-01-01,5.2,2015,1,1,2,Health Impact Indicator
628564,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,404,Bayside - Little Neck,2015-2017,2015-01-01,8.2,2015,1,1,2,Health Impact Indicator
179765,642,Boiler Emissions- Total NOx Emissions,Number per km2,number,Borough,5,Staten Island,2015,2015-01-01,2.7,2015,1,1,2,Air Quality Indicator
628534,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,102,Northeast Bronx,2015-2017,2015-01-01,15.4,2015,1,1,2,Health Impact Indicator
334237,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,207,Kingsbridge Heights and Bedford (CD7),Annual Average 2015,2015-01-01,9.34,2015,1,1,2,Air Quality Indicator
629193,652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,409,Southeast Queens,2015-2017,2015-01-01,4.1,2015,1,1,2,Health Impact Indicator
334036,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,401,Long Island City - Astoria,Annual Average 2015,2015-01-01,9.78,2015,1,1,2,Air Quality Indicator
334210,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,110,Central Harlem (CD10),Annual Average 2015,2015-01-01,9.29,2015,1,1,2,Air Quality Indicator
628970,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,106,High Bridge - Morrisania,2015-2017,2015-01-01,39.4,2015,1,1,2,Health Impact Indicator
629018,661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,106,High Bridge - Morrisania,2015-2017,2015-01-01,12.0,2015,1,1,2,Health Impact Indicator
628996,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,404,Bayside - Little Neck,2015-2017,2015-01-01,4.4,2015,1,1,2,Health Impact Indicator
628493,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,202,Downtown - Heights - Slope,2015-2017,2015-01-01,24.1,2015,1,1,2,Health Impact Indicator
629173,652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,210,Coney Island - Sheepshead Bay,2015-2017,2015-01-01,8.5,2015,1,1,2,Health Impact Indicator
334348,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,414,Rockaway and Broad Channel (CD14),Annual Average 2015,2015-01-01,7.15,2015,1,1,2,Air Quality Indicator
179821,641,Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,UHF42,404,Bayside - Little Neck,2015,2015-01-01,0.2,2015,1,1,2,Air Quality Indicator
179730,642,Boiler Emissions- Total NOx Emissions,Number per km2,number,UHF42,204,East New York,2015,2015-01-01,14.7,2015,1,1,2,Air Quality Indicator
628895,653,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,309,Union Square - Lower East Side,2015-2017,2015-01-01,124.9,2015,1,1,2,Health Impact Indicator
334132,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,304,Upper West Side,Annual Average 2015,2015-01-01,9.78,2015,1,1,2,Air Quality Indicator
628884,653,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,209,Bensonhurst - Bay Ridge,2015-2017,2015-01-01,25.9,2015,1,1,2,Health Impact Indicator
179861,641,Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,Borough,5,Staten Island,2015,2015-01-01,0.0,2015,1,1,2,Air Quality Indicator
628456,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,302,Central Harlem - Morningside Heights,2015-2017,2015-01-01,193.1,2015,1,1,2,Health Impact Indicator
628572,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,502,Stapleton - St. George,2015-2017,2015-01-01,17.6,2015,1,1,2,Health Impact Indicator
334255,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,301,Greenpoint and Williamsburg (CD1),Annual Average 2015,2015-01-01,10.56,2015,1,1,2,Air Quality Indicator
334108,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,207,East Flatbush - Flatbush,Annual Average 2015,2015-01-01,8.59,2015,1,1,2,Air Quality Indicator
336712,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,503504,Southern SI,Annual Average 2015,2015-01-01,12.76,2015,1,1,2,Air Quality Indicator
628547,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,208,Canarsie - Flatlands,2015-2017,2015-01-01,11.9,2015,1,1,2,Health Impact Indicator
628476,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,502,Stapleton - St. George,2015-2017,2015-01-01,49.5,2015,1,1,2,Health Impact Indicator
629000,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,408,Jamaica,2015-2017,2015-01-01,18.0,2015,1,1,2,Health Impact Indicator
628984,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,302,Central Harlem - Morningside Heights,2015-2017,2015-01-01,39.2,2015,1,1,2,Health Impact Indicator
628892,653,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,306,Chelsea - Clinton,2015-2017,2015-01-01,67.9,2015,1,1,2,Health Impact Indicator
629175,652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,301,Washington Heights,2015-2017,2015-01-01,3.3,2015,1,1,2,Health Impact Indicator
628468,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,404,Bayside - Little Neck,2015-2017,2015-01-01,12.2,2015,1,1,2,Health Impact Indicator
628888,653,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,302,Central Harlem - Morningside Heights,2015-2017,2015-01-01,228.6,2015,1,1,2,Health Impact Indicator
179757,642,Boiler Emissions- Total NOx Emissions,Number per km2,number,UHF42,304,Upper West Side,2015,2015-01-01,210.5,2015,1,1,2,Air Quality Indicator
179738,642,Boiler Emissions- Total NOx Emissions,Number per km2,number,UHF42,211,Williamsburg - Bushwick,2015,2015-01-01,27.8,2015,1,1,2,Air Quality Indicator
179853,641,Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,UHF42,304,Upper West Side,2015,2015-01-01,7.0,2015,1,1,2,Air Quality Indicator
179783,640,Boiler Emissions- Total SO2 Emissions,Number per km2,number,UHF42,104,Pelham - Throgs Neck,2015,2015-01-01,2.8,2015,1,1,2,Air Quality Indicator
628562,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,402,West Queens,2015-2017,2015-01-01,8.6,2015,1,1,2,Health Impact Indicator
179813,640,Boiler Emissions- Total SO2 Emissions,Number per km2,number,Borough,5,Staten Island,2015,2015-01-01,0.1,2015,1,1,2,Air Quality Indicator
628925,659,Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,202,Downtown - Heights - Slope,2015-2017,2015-01-01,34.3,2015,1,1,2,Health Impact Indicator
628950,659,Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,406,Fresh Meadows,2015-2017,2015-01-01,20.5,2015,1,1,2,Health Impact Indicator
629164,652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,201,Greenpoint,2015-2017,2015-01-01,3.1,2015,1,1,2,Health Impact Indicator
628557,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,307,Gramercy Park - Murray Hill,2015-2017,2015-01-01,6.9,2015,1,1,2,Health Impact Indicator
628477,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,503,Willowbrook,2015-2017,2015-01-01,18.8,2015,1,1,2,Health Impact Indicator
179759,642,Boiler Emissions- Total NOx Emissions,Number per km2,number,UHF42,307,Gramercy Park - Murray Hill,2015,2015-01-01,256.2,2015,1,1,2,Air Quality Indicator
179755,642,Boiler Emissions- Total NOx Emissions,Number per km2,number,UHF42,308,Greenwich Village - SoHo,2015,2015-01-01,121.3,2015,1,1,2,Air Quality Indicator
628948,659,Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,404,Bayside - Little Neck,2015-2017,2015-01-01,7.0,2015,1,1,2,Health Impact Indicator
629178,652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,304,Upper West Side,2015-2017,2015-01-01,4.6,2015,1,1,2,Health Impact Indicator
179803,640,Boiler Emissions- Total SO2 Emissions,Number per km2,number,UHF42,308,Greenwich Village - SoHo,2015,2015-01-01,17.8,2015,1,1,2,Air Quality Indicator
179851,641,Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,UHF42,308,Greenwich Village - SoHo,2015,2015-01-01,2.6,2015,1,1,2,Air Quality Indicator
179768,640,Boiler Emissions- Total SO2 Emissions,Number per km2,number,UHF42,501,Port Richmond,2015,2015-01-01,0.0,2015,1,1,2,Air Quality Indicator
179745,642,Boiler Emissions- Total NOx Emissions,Number per km2,number,UHF42,107,Hunts Point - Mott Haven,2015,2015-01-01,35.5,2015,1,1,2,Air Quality Indicator
334126,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,302,Central Harlem - Morningside Heights,Annual Average 2015,2015-01-01,9.36,2015,1,1,2,Air Quality Indicator
179841,641,Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,UHF42,107,Hunts Point - Mott Haven,2015,2015-01-01,0.3,2015,1,1,2,Air Quality Indicator
628961,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",Borough,2,Brooklyn,2015-2017,2015-01-01,16.5,2015,1,1,2,Health Impact Indicator
628865,653,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",Borough,2,Brooklyn,2015-2017,2015-01-01,87.3,2015,1,1,2,Health Impact Indicator
628978,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,207,East Flatbush - Flatbush,2015-2017,2015-01-01,27.6,2015,1,1,2,Health Impact Indicator
